"","OH_NUM","date_debut","date_fin","ID","ID_nom","occupation","densite","date_debut_OH","date_fin_OH","n_zone","diff_zone_occ","diff_zone_dens","n_diff_occ","n_diff_dens","NOM","V_USAGE","NOM_USAGE","V_URB","PORTEE"
"323","1263",1200,1355,"EU_06","centre_sm_2","urbaine","3",1200,1790,2,FALSE,FALSE,0,0,"habitation, Baleschoux (rue) 5",43,"bâtiments conventuels ou monastiques","4",1
"324","1264",1300,1355,"EU_06","centre_sm_2","urbaine","3",1300,1775,2,FALSE,FALSE,0,0,"habitation, Baleschoux (rue) 18bis-20",43,"bâtiments conventuels ou monastiques","4",1
"325","1265",1175,1355,"EU_06","centre_sm_2","urbaine","3",1175,1790,2,FALSE,FALSE,0,0,"habitation, Descartes (rue) 12",43,"bâtiments conventuels ou monastiques","4",1
"326","1266",1150,1355,"EU_11","suburbium_sm","urbaine","2",1150,1790,2,FALSE,FALSE,0,1,"habitation, Descartes (rue) 12bis",43,"bâtiments conventuels ou monastiques","4",1
"327","1267",1100,1355,"EU_06","centre_sm_2","urbaine","3",1100,1500,2,FALSE,FALSE,0,0,"habitation, Baleschoux (rue) 7",43,"bâtiments conventuels ou monastiques","4",1
"328","1268",900,1100,"EU_06","centre_sm_2","urbaine","3",900,1100,1,FALSE,FALSE,0,0,"eglise?, Nericault-Destouches (rue) 55 / Descartes (rue) 13",42,"édifices culturels catholiques","4",1
"329","1269",1275,1355,"EU_06","centre_sm_2","urbaine","3",1275,1790,2,FALSE,FALSE,0,0,"habitation, Rapin (rue) 4",43,"bâtiments conventuels ou monastiques","4",1
"330","1270",1200,1355,"EU_06","centre_sm_2","urbaine","3",1200,1400,2,FALSE,FALSE,0,0,"edifice religieux, Rapin (rue) 1bis",43,"bâtiments conventuels ou monastiques","4",1
"331","1271",1200,1355,"EU_06","centre_sm_2","urbaine","3",1200,1400,2,FALSE,FALSE,0,0,"edifice religieux, Rapin (rue) 1bis",43,"bâtiments conventuels ou monastiques","4",1
"332","1272",1100,1355,"EU_06","centre_sm_2","urbaine","3",1100,1500,2,FALSE,FALSE,0,0,"habitation, Halles (rue des) 86",43,"bâtiments conventuels ou monastiques","4",1
"333","1273",1100,1355,"EU_11","suburbium_sm","urbaine","2",1100,1600,3,FALSE,FALSE,0,0,"habitation, Petit-Saint-Martin (rue du) 4",37,"habitat","3",1
"334","1274",1250,1355,"EU_11","suburbium_sm","urbaine","2",1250,1790,4,FALSE,FALSE,0,0,"habitation, Paix (rue de la) 21",43,"bâtiments conventuels ou monastiques","4",1
"335","1275",1200,1355,"EU_11","suburbium_sm","urbaine","2",1200,1400,2,FALSE,FALSE,0,0,"habitation, Paul-Louis-Courier (rue) 7",37,"habitat","3",1
"336","1276",1200,1355,"EU_11","suburbium_sm","urbaine","2",1200,1500,3,FALSE,FALSE,0,0,"habitation, Tanneurs (rue des) 9 / Paix (rue de la) 3",37,"habitat","3",1
"337","1277",919,1080,"EU_11","suburbium_sm","urbaine","2",919,1080,1,FALSE,FALSE,0,0,"Trait de rive",13,"aménagement des berges","1",2
"338","1278",919,1080,"EU_11","suburbium_sm","urbaine","2",919,1080,1,FALSE,FALSE,0,0,"Trait de rive",13,"aménagement des berges","1",2
"339","1279",919,1080,"EU_11","suburbium_sm","urbaine","2",919,1080,1,FALSE,FALSE,0,0,"Trait de rive",13,"aménagement des berges","1",2
"340","1280",919,1080,"EU_11","suburbium_sm","urbaine","2",919,1080,1,FALSE,FALSE,0,0,"Trait de rive",13,"aménagement des berges","1",2
"341","1281",919,1080,"EU_11","suburbium_sm","urbaine","2",919,1080,1,FALSE,FALSE,0,0,"Trait de rive",13,"aménagement des berges","1",2
"342","1282",919,1080,"EU_11","suburbium_sm","urbaine","2",919,1080,1,FALSE,FALSE,0,0,"Trait de rive restitue",13,"aménagement des berges","1",2
"343","1283",919,1080,"EU_11","suburbium_sm","urbaine","2",919,1080,1,FALSE,FALSE,0,0,"Trait de rive restitue",13,"aménagement des berges","1",2
"344","1284",919,1080,"EU_11","suburbium_sm","urbaine","2",919,1080,1,FALSE,FALSE,0,0,"Trait de rive restitue",13,"aménagement des berges","1",2
"345","1285",919,1080,"EU_11","suburbium_sm","urbaine","2",919,1080,1,FALSE,FALSE,0,0,"Trait de rive restitue",13,"aménagement des berges","1",2
"346","1286",50,400,NA,NA,"non urbaine","0",50,400,1,FALSE,FALSE,0,0,"hypothese de trait de rive (nord de la Loire)",13,"aménagement des berges","1",2
"347","1287",40,300,NA,NA,"non urbaine","0",40,300,1,FALSE,FALSE,0,0,"structures de pieux, pont de l'île Saint Jacques",15,"franchissements","1",3
"348","1288",40,300,NA,NA,"non urbaine","0",40,300,1,FALSE,FALSE,0,0,"structures de pieux, pont de l'île Saint Jacques",15,"franchissements","1",3
"349","1289",40,300,NA,NA,"non urbaine","0",40,300,1,FALSE,FALSE,0,0,"structure (restit), pont l'île St Jacques",15,"franchissements","1",3
"350","1290",40,300,NA,NA,"non urbaine","0",40,300,1,FALSE,FALSE,0,0,"structure (restit), pont l'île St Jacques",15,"franchissements","1",3
"351","1291",40,300,NA,NA,"non urbaine","0",40,300,1,FALSE,FALSE,0,0,"structure (restit), pont l'île St Jacques",15,"franchissements","1",3
"352","1292",300,1034,NA,NA,"non urbaine","0",300,1034,1,FALSE,FALSE,0,0,"structure (restit), pont l'île St Jacques",15,"franchissements","1",3
"353","1293",300,1034,NA,NA,"non urbaine","0",300,1034,1,FALSE,FALSE,0,0,"structure (restit), pont l'île St Jacques",15,"franchissements","1",3
"354","1294",300,1034,NA,NA,"non urbaine","0",300,1034,1,FALSE,FALSE,0,0,"structures de pieux, pont de l'île Saint Jacques",15,"franchissements","1",3
"355","1296",250,299,"EU_01","ville_ouverte_1","urbaine","2",250,400,2,FALSE,FALSE,0,0,"amphitheatre fortifie au BE",22,"structures fortifiées","2",2
"356","1297",40,200,"EU_01","ville_ouverte_1","urbaine","2",40,200,1,FALSE,FALSE,0,0,"terrasse au nord du mur M7 (str 2) (site 1)",13,"aménagement des berges","1",2
"357","1300",15,50,"EU_01","ville_ouverte_1","urbaine","2",15,50,1,FALSE,FALSE,0,0,"canalisation (site 1)",17,"collecteurs, évacuations","1",2
"358","1301",300,549,"EU_03","cite_castrum","urbaine","2",300,1150,4,FALSE,FALSE,0,0,"porte mur W (rempart BE)",21,"système défensif urbain","2",2
"359","1302",300,549,"EU_03","cite_castrum","urbaine","2",300,1150,4,FALSE,FALSE,0,0,"tronçon mur W (rempart BE)",21,"système défensif urbain","2",2
"360","1303",300,549,"EU_03","cite_castrum","urbaine","2",300,1685,7,FALSE,FALSE,0,0,"porte mur E (rempart BE)",21,"système défensif urbain","2",2
"361","1304",300,549,"EU_03","cite_castrum","urbaine","2",300,1360,5,FALSE,FALSE,0,0,"tronçon mur E (rempart BE)",21,"système défensif urbain","2",2
"362","1310",50,299,"EU_01","ville_ouverte_1","urbaine","2",50,400,3,FALSE,FALSE,1,1,"Trait de rive restitue (antique)",13,"aménagement des berges","1",2
"363","1311",1752,1789,"EU_22","cite_S_1","urbaine","3",1752,1789,1,FALSE,FALSE,0,0,"Palais archiepiscopal d'Henri de Fleury",44,"bâtiments ecclésiastiques","4",3
"364","1312",1626,1752,"EU_22","cite_S_1","urbaine","3",1626,1752,1,FALSE,FALSE,0,0,"Palais archiepiscopal de Bertrand d'Eschaux",44,"bâtiments ecclésiastiques","4",3
"365","1313",1100,1355,"EU_12","cite_SO_2","urbaine","3",1100,1625,2,FALSE,FALSE,0,0,"Palais archiepiscopal",44,"bâtiments ecclésiastiques","4",3
"366","1314",1458,1789,"EU_22","cite_S_1","urbaine","3",1458,1789,1,FALSE,FALSE,0,0,"Preau de la cathedrale",43,"bâtiments conventuels ou monastiques","4",3
"367","1315",558,899,"EU_08","cite_SO_1","urbaine","3",558,1133,2,FALSE,FALSE,0,0,"ecclesia prima de Gregoire de Tours",42,"édifices culturels catholiques","4",3
"368","1401",1730,1790,"EU_27","tours_N_2","urbaine","2",1730,1790,1,FALSE,FALSE,0,0,"Petit cimetiere de Saint-Pierre-des-Corps",52,"cimetière paroissial","5",2
"369","1402",1460,1499,"EU_23","cite_N_2","urbaine","2",1460,1700,3,FALSE,FALSE,0,0,"Cimetiere de Saint-Pierre-du-Boile",52,"cimetière paroissial","5",2
"370","1403",1700,1791,"EU_27","tours_N_2","urbaine","2",1700,1791,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Pierre-du-Boile",52,"cimetière paroissial","5",2
"371","1404",1736,1784,"EU_28","tours_S_1","urbaine","1",1736,1784,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Pierre-du-Chardonnet",52,"cimetière paroissial","5",2
"372","1405",1499,1499,"EU_21","stjulien_3","urbaine","1",1499,1739,3,FALSE,FALSE,0,1,"Cimetiere de Saint-Saturnin",52,"cimetière paroissial","5",2
"373","1406",1739,1790,"EU_27","tours_N_2","urbaine","2",1739,1790,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Saturnin",52,"cimetière paroissial","5",2
"374","1407",1184,1355,"EU_11","suburbium_sm","urbaine","2",1184,1762,2,FALSE,FALSE,0,1,"Cimetiere de Saint-Simple",52,"cimetière paroissial","5",2
"375","1408",1762,1790,"EU_19","chateauneuf_S","urbaine","3",1762,1790,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Simple",52,"cimetière paroissial","5",2
"376","1409",1680,1799,NA,NA,"non urbaine","0",1680,1802,2,FALSE,FALSE,1,1,"Cimetiere de Saint-Symphorien",52,"cimetière paroissial","5",2
"377","1410",1630,1739,"EU_19","chateauneuf_S","urbaine","3",1630,1739,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Venant",52,"cimetière paroissial","5",2
"378","1411",1363,1499,"EU_21","stjulien_3","urbaine","1",1363,1680,3,FALSE,FALSE,0,1,"Cimetiere de Saint-Vincent",52,"cimetière paroissial","5",2
"379","1412",1680,1781,"EU_27","tours_N_2","urbaine","2",1680,1781,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Vincent",52,"cimetière paroissial","5",2
"380","1413",1554,1796,NA,NA,"non urbaine","0",1554,1796,1,FALSE,FALSE,0,0,"Cimetiere de l'Abbaye de Beaumont",52,"cimetière paroissial","5",2
"381","1414",900,1355,"EU_06","centre_sm_2","urbaine","3",900,1798,2,FALSE,FALSE,0,0,"Cimetiere de Saint-Martin cimetiere des religieux",53,"lieu d'inhumation particulier","5",2
"382","1415",1546,1799,"EU_22","cite_S_1","urbaine","3",1546,1800,2,FALSE,FALSE,0,0,"Cimetiere de Saint-Gatien",53,"lieu d'inhumation particulier","5",2
"383","1416",1367,1499,"EU_20","chateauneuf_N","urbaine","2",1367,1791,3,FALSE,FALSE,0,0,"Cimetiere des Augustins",53,"lieu d'inhumation particulier","5",2
"384","1417",1344,1355,"EU_11","suburbium_sm","urbaine","2",1344,1790,4,FALSE,FALSE,0,0,"Cimetiere des Carmes",53,"lieu d'inhumation particulier","5",2
"385","1418",1306,1355,"EU_16","stjulien_2","intermediaire","1",1306,1711,4,FALSE,FALSE,1,1,"Cimetiere des Jacobins",53,"lieu d'inhumation particulier","5",2
"386","1419",1711,1790,"EU_27","tours_N_2","urbaine","2",1711,1790,1,FALSE,FALSE,0,0,"Cimetiere des Jacobins",53,"lieu d'inhumation particulier","5",2
"387","1420",1695,1790,"EU_28","tours_S_1","urbaine","1",1695,1790,1,FALSE,FALSE,0,0,"Cimetiere des Ursulines",53,"lieu d'inhumation particulier","5",2
"388","1421",1185,1621,NA,NA,"non urbaine","0",1185,1790,2,FALSE,FALSE,1,1,"Cimetiere de Saint-Jacques-de-l'Orme-Robert",53,"lieu d'inhumation particulier","5",2
"389","1422",1733,1799,NA,NA,"non urbaine","0",1733,1836,2,FALSE,FALSE,1,1,"Cimetiere de la Madeleine",53,"lieu d'inhumation particulier","5",2
"390","1423",1656,1802,NA,NA,"non urbaine","0",1656,1802,1,FALSE,FALSE,0,0,"Cimetiere de l'Hopital de la Charite",53,"lieu d'inhumation particulier","5",2
"391","1424",1802,1877,NA,NA,"non urbaine","0",1802,1931,3,FALSE,FALSE,2,2,"Cimetiere de l'Hopital de la Charite",53,"lieu d'inhumation particulier","5",2
"392","1425",1427,1621,"EU_25","faubourg_S_15e","intermediaire","1",1427,1680,2,FALSE,FALSE,1,1,"Cimetiere de l'Hotel-Dieu",53,"lieu d'inhumation particulier","5",2
"393","1426",1680,1790,"EU_27","tours_N_2","urbaine","2",1680,1790,1,FALSE,FALSE,0,0,"Cimetiere de l'Hotel-Dieu",53,"lieu d'inhumation particulier","5",2
"394","1427",1605,1790,NA,NA,"non urbaine","0",1605,1790,1,FALSE,FALSE,0,0,"Cimetiere du Second Sanitas",53,"lieu d'inhumation particulier","5",2
"395","1428",1247,1355,"EU_11","suburbium_sm","urbaine","2",1247,1700,4,FALSE,FALSE,0,0,"Cimetiere de Sainte-Croix",52,"cimetière paroissial","5",2
"396","1429",1700,1790,"EU_27","tours_N_2","urbaine","2",1700,1790,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Hilaire",52,"cimetière paroissial","5",2
"397","1430",1100,1621,NA,NA,"non urbaine","0",1100,1736,2,FALSE,FALSE,1,1,"Cimetiere de Saint-Pierre-du-Chardonnet",52,"cimetière paroissial","5",2
"398","1431",1050,1355,"EU_16","stjulien_2","intermediaire","1",1050,1499,2,FALSE,FALSE,1,0,"Cimetiere de Saint-Saturnin",52,"cimetière paroissial","5",2
"399","1432",1739,1746,"EU_19","chateauneuf_S","urbaine","3",1739,1746,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Venant",52,"cimetière paroissial","5",2
"400","1433",1746,1791,"EU_19","chateauneuf_S","urbaine","3",1746,1791,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Venant",52,"cimetière paroissial","5",2
"401","1434",1600,1791,NA,NA,"non urbaine","0",1600,1791,1,FALSE,FALSE,0,0,"Cimetiere des Capucins",53,"lieu d'inhumation particulier","5",2
"402","1435",800,899,"EU_04","stjulien_1","intermediaire","1",800,1128,2,FALSE,FALSE,0,0,"Cimetiere de Saint-Hilaire",53,"lieu d'inhumation particulier","5",2
"403","1436",1730,1790,"EU_27","tours_N_2","urbaine","2",1730,1790,1,FALSE,FALSE,0,0,"Grand cimetiere de Saint-Pierre-des-Corps",52,"cimetière paroissial","5",2
"404","1437",1630,1739,"EU_19","chateauneuf_S","urbaine","3",1630,1739,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Venant",52,"cimetière paroissial","5",2
"405","1438",1600,1791,NA,NA,"non urbaine","0",1600,1791,1,FALSE,FALSE,0,0,"Cimetiere des Capucins",53,"lieu d'inhumation particulier","5",2
"406","1439",1620,1621,NA,NA,"non urbaine","0",1620,1790,2,FALSE,FALSE,1,1,"Cimetiere des Feuillants",53,"lieu d'inhumation particulier","5",2
"407","1440",1626,1791,"EU_28","tours_S_1","urbaine","1",1626,1791,1,FALSE,FALSE,0,0,"Cimetiere des Minimes",53,"lieu d'inhumation particulier","5",2
"408","1441",1788,1791,NA,NA,"non urbaine","0",1788,1791,1,FALSE,FALSE,0,0,"Cimetiere du Petit Geneve",53,"lieu d'inhumation particulier","5",2
"409","1442",1780,1799,"EU_28","tours_S_1","urbaine","1",1780,1931,3,FALSE,FALSE,0,2,"Cimetiere municipal Saint-Eloi (protestants)",53,"lieu d'inhumation particulier","5",2
"410","1443",1780,1799,"EU_28","tours_S_1","urbaine","1",1780,1931,3,FALSE,FALSE,0,2,"Cimetiere municipal Saint-Eloi (enfants)",53,"lieu d'inhumation particulier","5",2
"411","1444",1780,1799,"EU_28","tours_S_1","urbaine","1",1780,1931,3,FALSE,FALSE,0,2,"Cimetiere municipal Saint-Eloi",53,"lieu d'inhumation particulier","5",2
"412","1445",1780,1799,"EU_28","tours_S_1","urbaine","1",1780,1896,4,FALSE,FALSE,0,1,"Cimetiere de Saint-Jean-des-Coups",53,"lieu d'inhumation particulier","5",2
"413","1446",1846,1904,NA,NA,"non urbaine","0",1846,2015,6,FALSE,FALSE,2,2,"Cimetiere La Salle",53,"lieu d'inhumation particulier","5",2
"414","1447",1680,1749,"EU_27","tours_N_2","urbaine","2",1680,1749,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Pierre-le-Puellier",52,"cimetière paroissial","5",2
"415","1448",1000,1100,"EU_11","suburbium_sm","urbaine","2",1000,1100,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Pierre-le-Puellier (site 1)",52,"cimetière paroissial","5",2
"416","1449",1680,1749,"EU_27","tours_N_2","urbaine","2",1680,1749,1,FALSE,FALSE,0,0,"Saint-Pierre-le-Puellier cimetiere des Pauvres",53,"lieu d'inhumation particulier","5",2
"417","1450",1749,1791,"EU_27","tours_N_2","urbaine","2",1749,1791,1,FALSE,FALSE,0,0,"Saint-Pierre-le-Puellier cimetiere Saint-Michel",52,"cimetière paroissial","5",2
"418","1451",1749,1791,"EU_27","tours_N_2","urbaine","2",1749,1791,1,FALSE,FALSE,0,0,"Cimetiere de Saint-Pierre-le-Puellier",52,"cimetière paroissial","5",2
"419","1452",1100,1355,"EU_11","suburbium_sm","urbaine","2",1100,1791,4,FALSE,FALSE,0,0,"Cimetiere de Saint-Pierre-le-Puellier",52,"cimetière paroissial","5",2
"420","1453",1200,1355,"EU_06","centre_sm_2","urbaine","3",1200,1798,2,FALSE,FALSE,0,0,"Cimetiere de Saint-Martin",53,"lieu d'inhumation particulier","5",2
"421","1454",1000,1355,NA,NA,"non urbaine","0",1000,1680,4,FALSE,FALSE,1,1,"Cimetiere deSaint-Clement",52,"cimetière paroissial","5",2
"422","1455",600,899,"EU_04","stjulien_1","intermediaire","1",600,1600,4,FALSE,FALSE,1,1,"Saint-Julien",53,"lieu d'inhumation particulier","5",2
"423","1456",1200,1355,"EU_16","stjulien_2","intermediaire","1",1200,1600,3,FALSE,FALSE,1,1,"Saint-Julien cimetiere des religieux",53,"lieu d'inhumation particulier","5",2
"424","1457",1600,1621,"EU_26","tours_N_1","urbaine","2",1600,1791,2,FALSE,FALSE,0,0,"Saint-Julien cimetiere des religieux",53,"lieu d'inhumation particulier","5",2
"425","1458",1200,1355,"EU_16","stjulien_2","intermediaire","1",1200,1600,3,FALSE,FALSE,1,1,"Saint-Julien cimetiere des pauvres",53,"lieu d'inhumation particulier","5",2
"426","1459",1150,1355,"EU_11","suburbium_sm","urbaine","2",1150,1791,4,FALSE,FALSE,0,0,"Eglise Saint-Pierre-le-Puellier",42,"édifices culturels catholiques","4",1
"427","1460",1475,1499,"EU_20","chateauneuf_N","urbaine","2",1475,1791,3,FALSE,FALSE,0,0,"Eglise Saint-Hilaire",42,"édifices culturels catholiques","4",1
"428","1461",1171,1355,"EU_11","suburbium_sm","urbaine","2",1171,1791,2,FALSE,FALSE,0,1,"Saint-Michel-de-la-Guerche",43,"bâtiments conventuels ou monastiques","4",1
"429","1462",1550,1621,"EU_26","tours_N_1","urbaine","2",1550,1791,2,FALSE,FALSE,0,0,"Saint-Julien",43,"bâtiments conventuels ou monastiques","4",2
"430","1463",969,1200,"EU_15","faubourg_E_10e","intermediaire","1",969,1200,1,FALSE,FALSE,0,0,"Saint-Pierre-des-Corps",42,"édifices culturels catholiques","4",1
"431","1464",1260,1355,"EU_16","stjulien_2","intermediaire","1",1260,1791,4,FALSE,FALSE,1,1,"Les Jacobins",43,"bâtiments conventuels ou monastiques","4",2
"432","1465",1080,1355,"EU_17","cite_N_1","urbaine","2",1080,1792,4,FALSE,FALSE,0,0,"Saint-Pierre-du-Boile",42,"édifices culturels catholiques","4",1
"433","1466",1250,1355,"EU_16","stjulien_2","intermediaire","1",1250,1791,4,FALSE,FALSE,1,1,"Les Cordeliers",43,"bâtiments conventuels ou monastiques","4",2
"434","1468",1480,1621,"EU_25","faubourg_S_15e","intermediaire","1",1480,1791,2,FALSE,FALSE,1,1,"Saint-Sebastien",42,"édifices culturels catholiques","4",1
"435","1469",1639,1791,"EU_28","tours_S_1","urbaine","1",1639,1791,1,FALSE,FALSE,0,0,"La Visitation",43,"bâtiments conventuels ou monastiques","4",2
"436","1470",1785,1791,"EU_19","chateauneuf_S","urbaine","3",1785,1791,1,FALSE,FALSE,0,0,"Saint-Venant",42,"édifices culturels catholiques","4",1
"437","1471",1785,1798,"EU_27","tours_N_2","urbaine","2",1785,1798,1,FALSE,FALSE,0,0,"Saint-Saturnin",42,"édifices culturels catholiques","4",1
"438","1472",1616,1621,"EU_26","tours_N_1","urbaine","2",1616,1792,2,FALSE,FALSE,0,0,"Les Carmelites",43,"bâtiments conventuels ou monastiques","4",2
"439","1473",1323,1355,"EU_11","suburbium_sm","urbaine","2",1323,1791,4,FALSE,FALSE,0,0,"Les Carmes",43,"bâtiments conventuels ou monastiques","4",2
"440","1474",1638,1791,"EU_27","tours_N_2","urbaine","2",1638,1791,1,FALSE,FALSE,0,0,"Eglise du college",44,"bâtiments ecclésiastiques","4",1
"441","1475",1639,1791,"EU_28","tours_S_1","urbaine","1",1639,1791,1,FALSE,FALSE,0,0,"Les Feuillants",43,"bâtiments conventuels ou monastiques","4",2
"442","1476",1625,1791,"EU_28","tours_S_1","urbaine","1",1625,1791,1,FALSE,FALSE,0,0,"Les Ursulines",43,"bâtiments conventuels ou monastiques","4",2
"443","1477",1000,1621,NA,NA,"non urbaine","0",1000,1856,3,FALSE,FALSE,1,1,"Saint-Jean-des-Coups",42,"édifices culturels catholiques","4",1
"444","1478",1488,1621,NA,NA,"non urbaine","0",1488,1836,3,FALSE,FALSE,1,1,"La Madeleine",44,"bâtiments ecclésiastiques","4",2
"445","1479",1440,1621,NA,NA,"non urbaine","0",1440,1777,2,FALSE,FALSE,1,1,"Saint-Pierre-du-Chardonnet",42,"édifices culturels catholiques","4",1
"446","1480",1300,1355,"EU_06","centre_sm_2","urbaine","3",1300,1500,2,FALSE,FALSE,0,0,"basilique Saint-Martin",42,"édifices culturels catholiques","4",4
"447","1481",1500,1621,"EU_26","tours_N_1","urbaine","2",1500,1791,2,FALSE,FALSE,0,0,"Les Augustins",43,"bâtiments conventuels ou monastiques","4",2
"448","1482",1626,1791,"EU_28","tours_S_1","urbaine","1",1626,1791,1,FALSE,FALSE,0,0,"Les Minimes",43,"bâtiments conventuels ou monastiques","4",2
"449","1483",1676,1791,"EU_28","tours_S_1","urbaine","1",1676,1791,1,FALSE,FALSE,0,0,"Eglise des Filles de l'Union Chretienne",44,"bâtiments ecclésiastiques","4",1
"450","1486",1200,1355,"EU_06","centre_sm_2","urbaine","3",1200,1795,2,FALSE,FALSE,0,0,"Saint-Jean Petit Saint-Martin",42,"édifices culturels catholiques","4",1
"451","1487",1793,1799,"EU_19","chateauneuf_S","urbaine","3",1793,2015,4,FALSE,FALSE,0,0,"Tour de l'Horloge",18,"monuments, vestiges","1",2
"452","1489",512,549,NA,NA,"non urbaine","0",512,1073,4,FALSE,FALSE,1,2,"Saint-Pierre-le-Puellier",43,"bâtiments conventuels ou monastiques","4",1
"453","1490",1073,1150,"EU_11","suburbium_sm","urbaine","2",1073,1150,1,FALSE,FALSE,0,0,"Saint-Pierre-le-Puellier",42,"édifices culturels catholiques","4",1
"454","1491",1128,1355,"EU_16","stjulien_2","intermediaire","1",1128,1475,2,FALSE,FALSE,1,0,"Saint-Hilaire",43,"bâtiments conventuels ou monastiques","4",2
"455","1492",836,899,"EU_04","stjulien_1","intermediaire","1",836,1128,2,FALSE,FALSE,0,0,"Saint-Hilaire",42,"édifices culturels catholiques","4",1
"456","1493",900,1301,"EU_11","suburbium_sm","urbaine","2",900,1301,1,FALSE,FALSE,0,0,"Saint-Venant",42,"édifices culturels catholiques","4",1
"457","1494",507,899,NA,NA,"non urbaine","0",507,900,2,FALSE,FALSE,1,1,"Saint-Venant",42,"édifices culturels catholiques","4",1
"458","1495",1777,1791,"EU_28","tours_S_1","urbaine","1",1777,1791,1,FALSE,FALSE,0,0,"Saint-Pierre-du-Chardonnet",37,"habitat","3",1
"459","1496",800,1100,NA,NA,"non urbaine","0",800,1100,1,FALSE,FALSE,0,0,"Saint-Pierre-du-Chardonnet",42,"édifices culturels catholiques","4",1
"460","1497",1100,1140,NA,NA,"non urbaine","0",1100,1140,1,FALSE,FALSE,0,0,"Saint-Pierre-du-Chardonnet",42,"édifices culturels catholiques","4",1
"461","1498",1150,1355,"EU_16","stjulien_2","intermediaire","1",1150,1500,3,FALSE,FALSE,1,1,"Saint-Saturnin",42,"édifices culturels catholiques","4",1
"462","1499",500,850,"EU_04","stjulien_1","intermediaire","1",500,850,1,FALSE,FALSE,0,0,"Saint-Saturnin",42,"édifices culturels catholiques","4",1
"463","1500",850,899,"EU_04","stjulien_1","intermediaire","1",850,1150,2,FALSE,FALSE,0,0,"Saint-Saturnin",42,"édifices culturels catholiques","4",1
"464","1501",1525,1621,"EU_26","tours_N_1","urbaine","2",1525,1791,2,FALSE,FALSE,0,0,"Saint-Vincent",42,"édifices culturels catholiques","4",1
"465","1502",1767,1791,"EU_27","tours_N_2","urbaine","2",1767,1791,1,FALSE,FALSE,0,0,"Saint-Etienne",42,"édifices culturels catholiques","4",1
"466","1503",1856,1877,"EU_32","tours_S_2","urbaine","1",1856,1890,2,FALSE,FALSE,0,1,"Saint-Jean-des-Coups",42,"édifices culturels catholiques","4",1
"467","1504",1787,1799,"EU_27","tours_N_2","urbaine","2",1787,2000,4,FALSE,FALSE,0,1,"Saint-Pierre-des-Corps",42,"édifices culturels catholiques","4",1
"468","1507",970,1355,"EU_16","stjulien_2","intermediaire","1",970,1550,3,FALSE,FALSE,1,1,"Saint-Julien",43,"bâtiments conventuels ou monastiques","4",2
"469","1508",575,853,"EU_04","stjulien_1","intermediaire","1",575,853,1,FALSE,FALSE,0,0,"Saint-Julien",43,"bâtiments conventuels ou monastiques","4",2
"470","1509",935,970,"EU_16","stjulien_2","intermediaire","1",935,970,1,FALSE,FALSE,0,0,"Saint-Julien",43,"bâtiments conventuels ou monastiques","4",2
"471","1511",1400,1507,"EU_22","cite_S_1","urbaine","3",1400,1507,1,FALSE,FALSE,0,0,"Saint-Gatien",42,"édifices culturels catholiques","4",3
"472","1512",1279,1355,"EU_12","cite_SO_2","urbaine","3",1279,1400,2,FALSE,FALSE,0,0,"Saint-Gatien",42,"édifices culturels catholiques","4",3
"473","1513",1547,1799,"EU_22","cite_S_1","urbaine","3",1547,2000,4,FALSE,FALSE,0,0,"Saint-Gatien",42,"édifices culturels catholiques","4",3
"474","1514",1507,1547,"EU_22","cite_S_1","urbaine","3",1507,1547,1,FALSE,FALSE,0,0,"Saint-Gatien",42,"édifices culturels catholiques","4",3
"475","1515",1170,1279,"EU_12","cite_SO_2","urbaine","3",1170,1279,1,FALSE,FALSE,0,0,"Saint-Gatien",42,"édifices culturels catholiques","4",3
"476","1516",1133,1170,"EU_12","cite_SO_2","urbaine","3",1133,1170,1,FALSE,FALSE,0,0,"Saint-Gatien",42,"édifices culturels catholiques","4",3
"477","1518",1301,1355,"EU_11","suburbium_sm","urbaine","2",1301,1785,2,FALSE,FALSE,0,1,"Saint-Venant",42,"édifices culturels catholiques","4",1
"478","1519",1200,1621,"EU_15","faubourg_E_10e","intermediaire","1",1200,1787,2,FALSE,FALSE,1,1,"Saint-Pierre-des-Corps",42,"édifices culturels catholiques","4",1
"479","1521",1014,1200,"EU_06","centre_sm_2","urbaine","3",1014,1200,1,FALSE,FALSE,0,0,"Saint-Martin",43,"bâtiments conventuels ou monastiques","4",4
"480","1524",482,549,"EU_05","centre_sm_1","intermediaire","1",482,1014,2,FALSE,FALSE,1,1,"Saint-Martin",43,"bâtiments conventuels ou monastiques","4",4
"481","1525",1488,1499,"EU_23","cite_N_2","urbaine","2",1488,1767,3,FALSE,FALSE,0,0,"Saint-Etienne",42,"édifices culturels catholiques","4",1
