"","OH_NUM","DATE_DEB","DATE_FIN","V_USAGE","V_URB","PORTEE","p_1","p_2","p_3","p_4","urb_1","urb_2","urb_3","urb_4","urb_5","urb_6"
"1075",2539,1592,1700,"18","1","2",1,10,0,0,1,9,1,0,0,0
"1076",2540,1050,1592,"21","2","2",0,14,0,0,0,14,0,0,0,0
"1077",2541,1592,1734,"37","3","1",0,9,0,0,2,7,0,0,0,0
"1078",2542,1050,1619,"21","2","2",1,10,0,0,0,10,0,1,0,0
"1079",2543,1619,1779,"37","3","1",1,4,0,0,0,4,0,1,0,0
"1080",2545,1050,1360,"21","2","2",0,13,1,0,0,13,1,0,0,0
"1081",2546,1050,1450,"21","2","2",0,11,1,0,0,11,1,0,0,0
"1082",2547,1050,1450,"21","2","2",0,5,0,0,0,5,0,0,0,0
"1083",2548,1050,1360,"21","2","2",0,9,0,0,0,9,0,0,0,0
"1084",2549,1050,1360,"21","2","2",0,5,0,0,0,5,0,0,0,0
"1085",2550,1050,1360,"21","2","2",1,8,0,0,0,8,1,0,0,0
"1086",2551,1356,1750,"21","2","2",0,8,1,0,0,8,1,0,0,0
"1087",2552,1450,1750,"21","2","2",0,11,1,0,0,10,1,1,0,0
"1088",2553,1450,1750,"21","2","2",0,8,0,0,0,7,0,1,0,0
"1089",2554,1450,1750,"21","2","2",0,10,0,0,0,9,0,1,0,0
"1090",2556,1450,1592,"21","2","2",0,10,0,0,0,8,0,2,0,0
"1091",2557,1450,1592,"21","2","2",0,9,0,0,0,8,0,1,0,0
"1092",2558,1592,1750,"18","1","2",0,7,0,0,2,4,0,1,0,0
"1093",2559,1592,1750,"18","1","2",0,7,0,0,2,4,0,1,0,0
"1094",2560,1592,1750,"18","1","2",0,10,0,0,3,6,0,1,0,0
"1095",2561,1356,1450,"21","2","2",1,15,1,0,0,12,1,3,1,0
"1096",2562,1356,1450,"21","2","2",1,13,0,0,0,11,0,2,1,0
"1097",2563,1356,1450,"21","2","2",2,21,0,0,0,19,1,2,1,0
"1098",2564,1356,1592,"21","2","2",0,9,0,0,0,7,0,2,0,0
"1099",2565,1356,1592,"21","2","2",0,5,0,0,0,4,0,1,0,0
"1100",2566,1356,1592,"21","2","2",0,5,0,0,0,4,0,1,0,0
"1101",2567,1356,1592,"21","2","2",0,5,0,0,0,4,0,1,0,0
"1102",2568,1592,1750,"18","1","2",3,5,0,0,2,3,3,0,0,0
"1103",2569,1356,1592,"21","2","2",1,14,0,0,0,14,0,1,0,0
"1104",2570,1592,1685,"18","1","2",1,9,0,0,1,8,1,0,0,0
"1105",2571,1356,1592,"21","2","2",4,6,0,0,0,5,1,2,0,2
"1106",2572,1592,1760,"18","1","2",6,10,0,0,3,7,3,1,0,2
"1107",2573,1356,1592,"21","2","2",1,2,0,0,0,2,1,0,0,0
"1108",2574,1592,1700,"18","1","2",1,8,0,0,1,6,2,0,0,0
"1109",2575,1700,1770,"32","3","2",1,8,0,0,3,4,2,0,0,0
"1110",2576,1482,1592,"21","2","2",0,6,0,0,0,6,0,0,0,0
"1111",2577,1592,1700,"32","3","2",2,8,0,0,1,6,2,0,1,0
"1112",2578,1356,1482,"21","2","2",1,3,0,0,0,3,1,0,0,0
"1113",2579,1356,1592,"21","2","2",2,3,0,0,0,3,2,0,0,0
"1114",2580,1356,1592,"21","2","2",1,5,0,0,0,2,1,2,1,0
"1115",2581,1592,1760,"32","3","2",0,7,0,0,1,6,0,0,0,0
"1116",2582,1356,1592,"21","2","2",1,5,0,0,0,2,1,2,1,0
"1117",2583,1592,1800,"21","2","2",0,7,0,0,1,5,1,0,0,0
"1118",2584,1477,1592,"21","2","2",3,10,0,0,1,6,2,3,1,0
"1119",2585,1592,1800,"21","2","2",1,15,0,0,1,11,1,2,1,0
"1120",2586,1477,1592,"21","2","2",3,9,0,0,1,5,2,3,1,0
"1121",2587,1592,1800,"21","2","2",1,10,0,0,0,8,0,2,1,0
"1122",2589,1356,1592,"21","2","2",3,10,0,0,2,5,2,3,1,0
"1123",2590,1592,1960,"21","2","2",2,13,0,0,2,9,1,2,1,0
"1124",2591,1356,1592,"21","2","2",3,8,0,0,2,3,2,3,1,0
"1125",2592,1592,1760,"21","2","2",1,13,0,0,2,9,0,2,1,0
"1126",2593,300,1550,"21","2","2",0,8,0,0,0,8,0,0,0,0
"1127",2594,300,1450,"21","2","2",0,9,0,0,0,9,0,0,0,0
"1128",2595,1356,1592,"21","2","2",2,9,0,0,2,5,1,2,1,0
"1129",2597,1356,1592,"21","2","2",2,9,0,0,2,5,1,2,1,0
"1130",2598,1592,1960,"18","1","2",2,10,0,0,2,8,2,0,0,0
"1131",2599,1356,1496,"21","2","2",1,6,0,0,2,4,1,0,0,0
"1132",2600,1496,1592,"21","2","2",3,6,0,0,1,5,3,0,0,0
"1133",2602,1356,1592,"21","2","2",2,7,0,0,2,5,2,0,0,0
"1134",2603,1592,1960,"18","1","2",3,8,0,0,3,5,3,0,0,0
"1135",2604,900,1100,"21","2","2",2,27,0,1,0,24,0,4,2,0
"1136",2605,1451,1592,"21","2","2",1,2,0,0,0,2,1,0,0,0
"1137",2606,1592,1700,"18","1","2",0,5,0,0,2,3,0,0,0,0
"1138",2607,1356,1592,"21","2","2",1,9,0,0,1,8,1,0,0,0
"1139",2608,1592,1960,"18","1","2",0,13,0,0,6,7,0,0,0,0
"1140",2609,1564,1592,"21","2","2",0,4,0,0,0,4,0,0,0,0
"1141",2610,1592,1700,"21","2","2",0,8,0,0,2,5,1,0,0,0
"1142",2611,1356,1592,"21","2","2",2,8,0,0,0,8,1,1,0,0
"1143",2612,1592,1650,"13","1","2",5,13,0,0,5,8,5,0,0,0
"1144",2613,1592,1650,"13","1","2",1,11,0,0,5,6,1,0,0,0
"1145",2614,1356,1592,"21","2","2",1,6,0,0,0,6,0,1,0,0
"1146",2615,1592,1650,"13","1","2",1,7,0,0,3,4,0,1,0,0
"1147",2616,1592,1650,"13","1","2",1,7,0,0,3,4,0,1,0,0
"1148",2617,1356,1450,"21","2","2",0,10,0,0,1,9,0,0,0,0
"1149",2618,1450,1592,"21","2","2",1,11,0,0,0,11,1,0,0,0
"1150",2619,1356,1592,"21","2","2",0,7,0,0,0,7,0,0,0,0
"1151",2620,1356,1592,"21","2","2",1,7,0,0,0,7,1,0,0,0
"1152",2621,1592,1700,"21","2","2",0,11,0,0,5,6,0,0,0,0
"1153",2622,1592,1700,"13","1","2",0,11,0,0,4,7,0,0,0,0
"1154",2623,1356,1592,"21","2","2",1,9,0,0,0,9,1,0,0,0
"1155",2624,1050,1356,"21","2","2",0,5,0,0,0,5,0,0,0,0
"1156",2625,1050,1356,"21","2","2",0,5,0,0,0,5,0,0,0,0
"1157",2626,1050,1356,"21","2","2",0,8,0,0,0,8,0,0,0,0
"1158",2627,1356,1400,"21","2","2",1,15,1,0,0,12,1,3,1,0
"1159",2628,1356,1400,"21","2","2",1,13,0,0,0,11,0,2,1,0
"1160",2629,1356,1400,"21","2","2",3,21,0,0,0,19,1,3,1,0
"1161",2630,1050,1400,"21","2","2",3,4,0,0,0,4,3,0,0,0
"1162",2632,1450,1500,"21","2","2",3,17,0,0,2,15,1,2,0,0
"1163",2643,1500,2015,"37","3","1",8,0,0,0,0,0,8,0,0,0
"1164",2644,1500,2015,"37","3","1",8,0,0,0,0,0,8,0,0,0
"1165",2645,1500,2015,"37","3","1",9,0,0,0,0,0,9,0,0,0
"1166",2646,1500,2015,"37","3","1",9,0,0,0,0,0,9,0,0,0
"1167",2647,1500,2015,"37","3","1",8,0,0,0,0,0,8,0,0,0
"1168",2648,1500,2015,"37","3","1",8,0,0,0,0,0,8,0,0,0
"1169",2649,1500,2015,"37","3","1",8,0,0,0,0,0,8,0,0,0
"1170",2650,1500,2015,"37","3","1",9,0,0,0,0,0,9,0,0,0
"1171",2651,1500,2015,"37","3","1",9,0,0,0,0,0,9,0,0,0
"1172",2652,1500,2015,"37","3","1",2,2,0,0,0,0,1,1,2,0
"1173",2653,1500,2015,"37","3","1",3,2,0,0,0,0,1,2,2,0
"1174",2654,1525,2015,"37","3","1",9,7,0,0,0,6,8,1,1,0
"1175",2655,1500,2015,"37","3","1",33,3,0,0,1,0,30,4,1,0
"1176",2656,1450,1888,"37","3","1",27,6,0,1,3,0,23,6,2,0
"1177",2657,1888,2015,"37","3","1",8,0,0,0,0,0,8,0,0,0
"1178",2658,1475,2015,"37","3","1",23,3,0,0,0,0,18,7,1,0
"1179",2660,1730,1772,"32","3","3",11,2,1,0,0,0,14,0,0,0
"1180",2661,1772,2015,"37","3","1",10,2,1,0,0,0,13,0,0,0
"1181",2662,1772,2015,"37","3","1",10,2,1,0,0,0,13,0,0,0
"1182",2663,1468,1786,"32","3","2",21,1,1,0,0,0,23,0,0,0
"1183",2664,1400,1780,"32","3","2",17,1,0,0,0,0,17,0,1,0
"1184",2665,1500,2015,"37","3","1",17,2,0,0,0,0,19,0,0,0
"1185",2666,1400,2015,"37","3","1",14,1,0,0,0,0,15,0,0,0
"1186",2667,1475,1934,"37","3","1",14,6,0,0,0,3,14,2,1,0
"1187",2668,1475,2015,"37","3","1",12,5,0,0,0,3,12,2,0,0
"1188",2669,1475,1940,"37","3","1",11,1,0,0,0,0,12,0,0,0
"1189",2670,1400,1600,"37","3","1",3,3,0,0,0,0,3,2,1,0
"1190",2671,1475,2015,"37","3","1",8,2,0,0,0,1,7,1,1,0
"1191",2672,1525,1940,"37","3","1",5,2,0,0,1,0,3,1,2,0
"1192",2673,1400,1940,"37","3","1",2,6,0,0,0,0,2,3,3,0
"1193",2674,1494,1940,"37","3","1",2,2,0,0,0,0,1,2,1,0
"1194",2675,1450,1507,"37","3","1",1,3,0,0,0,0,1,1,2,0
"1195",2676,1507,1525,"37","3","1",5,5,0,0,0,0,5,2,3,0
"1196",2677,1450,1507,"37","3","1",3,5,0,0,0,0,3,2,3,0
"1197",2678,1525,2015,"37","3","1",4,2,0,0,0,0,4,1,1,0
"1198",2679,1500,2015,"37","3","1",8,8,0,0,0,5,8,2,1,0
"1199",2680,1450,1829,"37","3","1",3,10,0,0,0,8,3,0,2,0
"1200",2681,1470,2015,"37","3","1",5,1,3,0,0,1,1,7,0,0
"1201",2682,1470,1612,"37","3","1",0,2,0,0,0,2,0,0,0,0
"1202",2683,1475,1881,"37","3","1",31,0,0,0,0,0,30,1,0,0
"1203",2684,1881,2015,"37","3","1",17,0,0,0,0,0,17,0,0,0
"1204",2685,1500,1973,"37","3","1",8,10,0,0,1,7,7,2,1,0
"1205",2686,1540,2015,"37","3","1",20,1,0,0,0,1,20,0,0,0
"1206",2687,1400,2015,"37","3","1",0,6,0,0,0,4,0,2,0,0
"1207",2688,1500,2015,"37","3","1",7,3,0,0,0,0,7,2,1,0
"1208",2689,1475,1970,"37","3","1",12,0,0,0,0,0,12,0,0,0
"1209",2690,1400,2015,"37","3","1",9,9,0,0,0,9,8,1,0,0
"1210",2691,1400,2015,"37","3","1",14,0,0,0,0,0,13,1,0,0
"1211",2692,1475,2015,"37","3","1",22,0,0,0,0,0,21,1,0,0
"1212",2693,1500,2015,"37","3","1",38,1,0,0,0,0,32,6,1,0
"1213",2694,1400,2015,"37","3","1",17,1,0,0,0,0,12,5,1,0
"1214",2695,1475,2015,"37","3","1",27,1,0,0,0,0,22,5,1,0
"1215",2696,1475,2015,"37","3","1",2,0,2,0,0,0,1,3,0,0
"1216",2698,1511,1777,"16","1","1",2,2,0,0,0,0,2,0,2,0
"1217",2705,1200,1323,"42","4","1",2,1,0,0,1,0,2,0,0,0
"1218",2706,1323,1791,"43","4","1",3,3,0,0,1,0,2,3,0,0
"1219",2710,1100,1700,"43","4","2",12,20,0,0,2,17,0,13,0,0
"1220",2711,1100,1600,"43","4","2",9,18,0,0,0,15,0,11,1,0
"1221",2712,1100,1806,"18","1","2",15,15,0,0,0,13,12,4,1,0
"1222",2713,1100,1806,"18","1","2",13,23,0,0,0,22,12,2,0,0
"1223",2714,1100,1375,"18","1","2",10,15,0,0,0,13,9,2,1,0
"1224",2715,1100,1500,"18","1","2",11,24,0,1,2,20,7,6,1,0
"1225",2716,1100,1838,"18","1","2",12,30,0,1,2,24,3,12,2,0
"1226",2717,1100,1400,"18","1","2",12,30,0,1,2,25,3,12,1,0
"1227",2718,1100,1400,"43","4","1",5,14,0,0,0,14,1,4,0,0
"1228",2719,1400,2015,"37","3","1",29,1,0,0,0,0,23,6,1,0
"1229",2720,1400,2015,"37","3","1",33,1,0,0,1,0,31,2,0,0
"1230",2721,1400,2015,"37","3","1",32,1,0,0,1,0,29,3,0,0
"1231",2722,1400,2015,"37","3","1",25,2,0,0,1,0,24,1,1,0
"1232",2723,1400,2015,"37","3","1",32,1,0,0,1,0,29,3,0,0
"1233",2724,1400,2015,"37","3","1",9,0,0,0,0,0,8,1,0,0
"1234",2725,1400,2015,"37","3","1",33,2,0,1,2,0,31,2,1,0
"1235",2726,1475,2015,"37","3","1",34,1,0,0,0,0,28,6,1,0
"1236",2727,1400,2015,"37","3","1",35,3,0,1,2,0,31,5,1,0
"1237",2728,1475,2015,"37","3","1",14,0,0,0,0,0,14,0,0,0
"1238",2729,1575,2015,"37","3","1",13,1,0,0,0,0,14,0,0,0
"1239",2730,1475,1900,"37","3","1",10,0,0,0,0,0,10,0,0,0
"1240",2731,1400,2015,"37","3","1",12,2,0,0,2,0,10,2,0,0
"1241",2732,1400,2015,"37","3","1",16,0,0,0,0,0,16,0,0,0
"1242",2733,1400,2015,"37","3","1",19,0,0,0,0,0,19,0,0,0
"1243",2734,1400,2015,"37","3","1",8,0,0,0,0,0,7,1,0,0
"1244",2735,1400,2015,"37","3","1",28,1,0,0,1,0,26,2,0,0
"1245",2736,1400,2015,"37","3","1",31,1,0,0,1,0,28,3,0,0
"1246",2737,1400,2015,"37","3","1",27,0,0,0,0,0,26,1,0,0
"1247",2738,1575,2015,"37","3","1",5,0,0,0,0,0,5,0,0,0
"1248",2739,1500,2015,"37","3","1",21,0,0,0,0,0,20,1,0,0
"1249",2740,1500,2015,"37","3","1",11,0,0,0,0,0,11,0,0,0
"1250",2741,1550,2015,"37","3","1",7,0,0,0,0,0,7,0,0,0
"1251",2742,1500,2015,"37","3","1",32,1,0,0,1,0,28,4,0,0
"1252",2743,1500,2015,"37","3","1",32,1,0,0,1,0,29,3,0,0
"1253",2744,1500,2015,"37","3","1",16,0,0,0,0,0,16,0,0,0
"1254",2745,1500,2015,"37","3","1",18,7,0,0,0,7,17,1,0,0
"1255",2746,1500,2015,"37","3","1",35,0,0,0,0,0,33,2,0,0
"1256",2747,1500,2015,"37","3","1",22,4,1,0,1,0,24,2,0,0
"1257",2748,1500,2015,"37","3","1",8,7,0,0,2,4,7,1,1,0
"1258",2751,1500,1975,"37","3","1",7,7,1,0,0,7,7,0,0,1
"1259",2755,1400,2015,"37","3","1",0,0,0,0,0,0,0,0,0,0
"1260",2756,1475,2015,"37","3","1",1,1,0,0,0,0,1,0,1,0
"1261",2758,1400,2015,"37","3","1",14,3,0,0,0,0,9,7,1,0
"1262",2759,1400,2015,"37","3","1",1,3,0,0,0,0,1,2,1,0
"1263",2760,1400,2015,"37","3","1",1,3,0,0,0,0,1,2,1,0
"1264",2761,1400,2015,"37","3","1",3,1,0,0,0,0,3,1,0,0
"1265",2762,1400,2015,"37","3","1",4,1,0,0,0,0,4,0,1,0
"1266",2763,1400,2015,"37","3","1",4,1,0,0,0,0,4,0,1,0
"1267",2764,1500,2015,"37","3","1",2,4,0,0,0,0,1,3,2,0
"1268",2767,1475,2015,"37","3","1",4,5,0,0,0,4,4,1,0,0
"1269",2768,1400,2015,"37","3","1",4,1,0,0,0,0,4,0,1,0
"1270",2769,1400,2015,"37","3","1",1,1,0,0,0,0,0,1,1,0
"1271",2771,1475,2015,"37","3","1",16,8,0,1,1,3,2,16,3,0
"1272",2772,1400,2015,"37","3","1",0,0,0,0,0,0,0,0,0,0
"1273",2773,1475,2015,"37","3","1",1,0,0,0,0,0,1,0,0,0
"1274",2774,1500,1975,"37","3","1",0,1,0,0,1,0,0,0,0,0
"1275",2775,1475,2015,"37","3","1",1,8,0,0,0,8,0,1,0,0
"1276",2776,1300,2015,"37","3","1",5,7,0,0,0,7,4,1,0,0
"1277",2777,1500,2015,"37","3","1",6,5,0,0,0,3,5,1,2,0
"1278",2778,1500,2015,"37","3","1",6,5,0,0,0,4,5,1,1,0
"1279",2779,1500,2015,"37","3","1",7,1,0,0,0,0,6,1,1,0
"1280",2780,1400,2015,"37","3","1",2,5,0,0,0,5,1,1,0,0
"1281",2781,1500,1940,"37","3","1",2,7,0,0,0,5,1,1,2,0
"1282",2782,1475,2015,"37","3","1",4,4,0,0,0,3,4,1,0,0
"1283",2783,1500,2015,"37","3","1",16,0,0,0,0,0,16,0,0,0
"1284",2784,1400,2015,"37","3","1",1,0,0,0,0,0,0,1,0,0
"1285",2785,1400,1992,"37","3","1",3,7,0,0,0,7,3,0,0,0
"1286",2786,1500,2015,"37","3","1",0,0,0,0,0,0,0,0,0,0
"1287",2787,1500,2015,"37","3","1",0,0,0,0,0,0,0,0,0,0
"1288",2788,1400,2015,"37","3","1",0,0,0,0,0,0,0,0,0,0
"1289",2789,1500,2015,"37","3","1",1,0,0,0,0,0,1,0,0,0
"1290",2790,1500,2015,"37","3","1",11,7,1,0,0,7,11,0,0,1
"1291",2791,1400,1976,"37","3","1",3,7,0,0,0,7,3,0,0,0
"1292",2792,1575,2015,"37","3","1",17,1,0,0,1,0,16,1,0,0
"1293",2793,1500,1975,"37","3","1",12,9,0,0,0,9,11,1,0,0
"1294",2794,1575,1975,"37","3","1",7,7,0,0,0,7,7,0,0,0
"1295",2795,1500,1975,"37","3","1",10,9,0,0,0,9,9,1,0,0
"1296",2796,1400,1975,"37","3","1",5,9,0,0,0,9,4,1,0,0
"1297",2797,1400,1975,"37","3","1",5,9,0,0,0,9,4,1,0,0
"1298",2803,1200,1672,"34","3","2",2,0,0,0,0,0,0,2,0,0
"1299",2804,82,300,"41","4","3",2,1,0,0,1,0,1,0,0,1
"1300",2806,1500,1793,"42","4","3",44,11,1,1,3,0,21,27,6,0
"1301",2808,1886,2015,"53","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302",2809,1942,2015,"53","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303",2810,1903,2015,"53","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304",2811,1882,2015,"53","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305",2812,1882,2015,"53","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306",2813,1942,2015,"53","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307",2814,1935,2015,"53","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308",2815,1887,1956,"53","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309",2816,1934,2015,"53","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
