"","OH_NUM","DATE_DEB","DATE_FIN","V_USAGE","V_URB","PORTEE","p_1","p_2","p_3","p_4","urb_1","urb_2","urb_3","urb_4","urb_5","urb_6"
"360",971,300,1300,"21","2","2",0,18,0,0,2,15,1,0,0,0
"361",972,300,1150,"21","2","2",5,19,0,0,0,19,4,0,0,1
"362",973,300,1150,"21","2","2",0,20,0,0,2,17,1,0,0,0
"363",974,300,1150,"21","2","2",0,22,0,0,2,19,1,0,0,0
"364",975,300,1658,"21","2","2",0,15,0,0,0,15,0,0,0,0
"365",976,300,1150,"21","2","2",0,22,0,0,1,20,1,0,0,0
"366",977,300,1150,"21","2","2",0,23,0,0,1,21,1,0,0,0
"367",978,300,1150,"21","2","2",0,18,0,0,1,16,1,0,0,0
"368",979,300,1658,"21","2","2",0,15,0,0,0,15,0,0,0,0
"369",980,300,1658,"21","2","2",0,15,0,0,0,15,0,0,0,0
"370",981,300,1658,"21","2","2",0,15,0,0,0,15,0,0,0,0
"371",982,50,130,"35","3","3",0,0,0,0,0,0,0,0,0,0
"372",983,1044,1200,"32","3","3",2,13,0,0,0,13,2,0,0,0
"373",984,300,1150,"21","2","2",0,22,0,0,2,19,1,0,0,0
"374",986,1470,1592,"21","2","2",0,10,0,0,0,10,0,0,0,0
"375",988,1275,2015,"37","3","1",8,0,0,0,0,0,8,0,0,0
"376",989,1200,1500,"37","3","1",2,0,0,0,0,0,1,1,0,0
"377",990,1100,2015,"37","3","1",7,0,0,0,0,0,7,0,0,0
"378",991,1100,2015,"37","3","1",10,0,0,0,0,0,9,1,0,0
"379",992,1100,2015,"37","3","1",10,0,0,0,0,0,9,1,0,0
"380",993,1200,2015,"37","3","1",17,0,0,0,0,0,16,1,0,0
"381",994,1100,1475,"37","3","1",3,2,0,0,0,2,3,0,0,0
"382",995,1275,2015,"37","3","1",21,1,0,0,0,0,18,3,1,0
"383",996,1100,2015,"37","3","1",14,2,0,0,0,0,11,2,2,1
"384",997,1300,2015,"37","3","1",25,1,0,0,0,0,19,6,1,0
"385",998,1200,2015,"37","3","1",24,1,0,0,0,0,19,5,1,0
"386",1001,1593,1780,"21","2","2",2,12,0,0,2,7,2,2,1,0
"387",1002,1593,1780,"21","2","2",1,5,0,0,3,2,1,0,0,0
"388",1003,1593,1780,"21","2","2",2,10,0,0,5,4,2,1,0,0
"389",1004,1593,1780,"21","2","2",2,1,0,0,0,1,2,0,0,0
"390",1005,1593,1780,"21","2","2",1,3,0,0,0,2,1,1,0,0
"391",1006,1593,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"392",1007,1593,1780,"21","2","2",0,5,0,0,0,5,0,0,0,0
"393",1008,1593,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"394",1009,1593,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"395",1010,1593,1780,"21","2","2",0,6,0,0,0,6,0,0,0,0
"396",1011,1593,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"397",1012,1593,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"398",1013,1593,1780,"21","2","2",0,5,0,0,0,5,0,0,0,0
"399",1014,1593,1780,"21","2","2",0,6,0,0,0,6,0,0,0,0
"400",1015,1593,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"401",1016,1593,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"402",1017,1593,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"403",1018,1593,1780,"21","2","2",0,4,0,0,1,3,0,0,0,0
"404",1019,1593,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"405",1020,1593,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"406",1021,1593,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"407",1022,1593,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"408",1023,1593,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"409",1024,1593,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"410",1025,1593,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"411",1026,1593,1780,"21","2","2",0,5,0,0,0,5,0,0,0,0
"412",1027,1593,1780,"21","2","2",0,5,0,0,0,5,0,0,0,0
"413",1028,1593,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"414",1029,1593,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"415",1030,1635,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"416",1031,1635,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"417",1032,1635,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"418",1033,1635,1780,"21","2","2",0,5,0,0,0,5,0,0,0,0
"419",1034,1635,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"420",1035,1635,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"421",1036,1635,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"422",1037,1635,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"423",1038,1635,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"424",1039,1635,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"425",1040,1635,1780,"21","2","2",0,5,0,0,0,5,0,0,0,0
"426",1041,1619,1780,"21","2","2",0,1,0,0,0,0,0,0,1,0
"427",1042,1635,1780,"21","2","2",0,5,0,0,0,5,0,0,0,0
"428",1043,1624,1780,"21","2","2",0,3,0,0,0,2,0,0,1,0
"429",1044,1624,1780,"21","2","2",0,3,0,0,0,2,0,0,1,0
"430",1045,1624,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"431",1046,1617,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"432",1047,1593,1780,"21","2","2",2,7,0,0,1,4,3,0,1,0
"433",1048,1593,1780,"21","2","2",2,9,0,0,3,5,3,0,0,0
"434",1049,1593,1780,"21","2","2",1,9,0,0,0,6,3,0,1,0
"435",1050,1593,1780,"21","2","2",2,8,0,0,1,5,3,0,1,0
"436",1051,1619,1780,"21","2","2",0,3,0,0,0,2,0,1,0,0
"437",1052,1593,1780,"21","2","2",1,2,0,0,0,1,1,1,0,0
"438",1053,1619,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"439",1054,1593,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"440",1055,1593,1780,"21","2","2",0,3,0,0,1,2,0,0,0,0
"441",1056,1593,1780,"21","2","2",0,1,0,0,0,1,0,0,0,0
"442",1057,1617,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"443",1058,1619,1846,"21","2","2",0,2,0,0,0,2,0,0,0,0
"444",1059,1619,1846,"21","2","2",0,4,0,0,0,4,0,0,0,0
"445",1060,1619,1846,"21","2","2",0,2,0,0,0,2,0,0,0,0
"446",1061,1619,1846,"21","2","2",0,4,0,0,1,3,0,0,0,0
"447",1062,1619,1846,"21","2","2",0,3,0,0,1,2,0,0,0,0
"448",1063,1624,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"449",1064,1624,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"450",1065,1624,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"451",1066,1624,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"452",1067,1624,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"453",1068,1624,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"454",1069,1624,1780,"21","2","2",0,3,0,0,0,2,0,0,1,0
"455",1070,1624,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"456",1071,1624,1780,"21","2","2",0,3,0,0,0,2,0,0,1,0
"457",1072,1635,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"458",1073,1635,1780,"21","2","2",0,4,0,0,0,4,0,0,0,0
"459",1074,1619,1846,"21","2","2",0,5,0,0,0,5,0,0,0,0
"460",1075,1619,1846,"21","2","2",0,3,0,0,1,2,0,0,0,0
"461",1076,1619,1846,"21","2","2",0,5,0,0,0,5,0,0,0,0
"462",1077,1619,1846,"21","2","2",0,5,0,0,0,5,0,0,0,0
"463",1078,1619,1846,"21","2","2",0,5,0,0,0,5,0,0,0,0
"464",1079,1619,1849,"21","2","2",0,6,0,0,0,6,0,0,0,0
"465",1080,1593,1780,"21","2","2",0,1,0,0,0,1,0,0,0,0
"466",1081,1593,1780,"21","2","2",0,2,0,0,0,2,0,0,0,0
"467",1082,1624,1780,"21","2","2",0,3,0,0,0,3,0,0,0,0
"468",1083,1593,1780,"21","2","2",0,0,0,0,0,0,0,0,0,0
"469",1084,1680,1781,"52","5","2",13,3,1,0,2,0,10,3,2,0
"470",1085,1492,1680,"52","5","2",4,1,0,0,0,0,2,2,1,0
"471",1086,1680,1739,"52","5","2",5,2,0,0,0,0,4,1,2,0
"472",1087,1739,1798,"52","5","2",5,2,0,0,0,0,4,1,2,0
"473",1088,1680,1739,"52","5","2",3,5,0,0,4,0,2,1,1,0
"474",1089,1739,1800,"52","5","2",3,4,0,0,3,0,2,1,1,0
"475",1090,1070,1247,"53","5","2",2,26,0,1,0,25,0,4,0,0
"476",1091,1700,1790,"52","5","2",10,2,1,0,0,0,8,4,1,0
"477",1092,1188,1700,"52","5","2",15,1,0,2,1,0,13,4,0,0
"478",1093,1700,1781,"52","5","2",10,3,1,0,1,0,8,2,3,0
"479",1094,1444,1500,"53","5","2",2,5,0,0,0,4,2,1,0,0
"480",1095,1500,1700,"52","5","2",1,1,0,0,0,0,0,1,1,0
"481",1096,1700,1790,"52","5","2",1,3,0,0,0,0,0,2,2,0
"482",1097,1128,1700,"52","5","2",1,2,0,0,0,0,0,2,1,0
"483",1098,1554,1791,"52","5","2",0,0,0,0,0,0,0,0,0,0
"484",1099,800,1730,"52","5","2",0,0,0,0,0,0,0,0,0,0
"485",1201,1100,2015,"37","3","1",8,4,0,0,0,2,5,2,2,1
"486",1202,1175,2015,"37","3","1",11,1,0,0,0,0,9,2,1,0
"487",1203,1100,1200,"37","3","1",14,2,0,0,0,0,11,2,2,1
"488",1204,1200,1930,"37","3","1",26,1,0,0,0,0,21,5,1,0
"489",1205,1150,2015,"37","3","1",17,1,0,0,0,0,15,2,1,0
"490",1206,1100,1800,"37","3","1",11,0,0,0,0,0,10,1,0,0
"491",1207,1250,1500,"43","4","1",21,1,0,0,0,0,17,4,1,0
"492",1208,1200,1500,"43","4","1",25,1,0,0,0,0,21,4,1,0
"493",1210,1200,1500,"43","4","1",26,1,0,0,0,0,22,4,1,0
"494",1211,1200,1500,"43","4","1",27,1,0,0,0,0,23,4,1,0
"495",1212,1200,1975,"37","3","1",8,0,0,0,0,0,7,1,0,0
"496",1213,1100,1800,"37","3","1",10,2,0,0,0,0,8,1,2,1
"497",1214,1100,2015,"37","3","1",11,2,0,0,0,0,9,1,2,1
"498",1215,1100,2015,"37","3","1",7,2,0,0,0,0,6,0,2,1
"499",1216,1175,1975,"37","3","1",12,1,0,0,0,0,11,1,1,0
"500",1217,1200,2015,"37","3","1",17,1,0,0,0,0,13,4,1,0
"501",1218,1275,2015,"37","3","1",9,0,0,0,0,0,9,0,0,0
"502",1219,1100,1475,"37","3","1",4,0,0,0,0,0,4,0,0,0
"503",1220,1200,2015,"37","3","1",8,0,0,0,0,0,8,0,0,0
"504",1221,1200,2015,"37","3","1",10,0,0,0,0,0,10,0,0,0
"505",1222,1100,2015,"37","3","1",5,0,0,0,0,0,5,0,0,0
"506",1223,1300,2015,"37","3","1",14,0,0,0,0,0,14,0,0,0
"507",1224,1175,1896,"37","3","1",16,0,0,0,0,0,15,1,0,0
"508",1225,1200,1400,"37","3","1",8,0,0,0,0,0,8,0,0,0
"509",1226,1200,2015,"37","3","1",13,2,0,0,1,1,13,0,0,0
"510",1227,1200,1600,"37","3","1",21,2,0,0,1,1,20,1,0,0
"511",1228,1100,1400,"37","3","1",16,16,0,0,1,14,14,2,1,0
"512",1229,1300,2015,"37","3","1",28,2,0,0,1,0,26,2,1,0
"513",1230,1300,2015,"37","3","1",26,3,0,0,1,0,24,2,2,0
"514",1231,1175,2015,"37","3","1",15,2,0,0,1,1,15,0,0,0
"515",1232,1100,2015,"37","3","1",11,17,0,0,1,16,11,0,0,0
"516",1233,1175,1400,"37","3","1",25,3,0,0,2,1,24,1,0,0
"517",1235,1100,1250,"37","3","1",15,18,0,0,1,17,15,0,0,0
"518",1237,1100,1975,"37","3","1",0,6,0,0,0,6,0,0,0,0
"519",1238,1300,2015,"37","3","1",10,4,0,0,3,0,8,2,1,0
"520",1239,1300,1700,"37","3","1",9,4,0,0,3,0,7,2,1,0
"521",1240,1375,2015,"37","3","1",12,1,0,0,1,0,11,1,0,0
"522",1241,1100,1200,"37","3","1",10,16,0,0,1,13,8,3,1,0
"523",1242,1300,2015,"37","3","1",17,5,0,2,3,0,11,9,1,0
"524",1243,1100,1888,"37","3","1",13,26,0,1,4,20,10,5,1,0
"525",1244,1100,1790,"44","4","1",14,30,0,1,3,25,12,4,1,0
"526",1245,1100,1800,"37","3","1",14,25,0,0,2,21,11,4,1,0
"527",1246,1100,1800,"37","3","1",13,30,0,1,3,25,10,5,1,0
"528",1247,1100,2015,"37","3","1",17,23,0,1,2,19,14,5,1,0
"529",1248,1100,1375,"37","3","1",16,15,0,1,1,14,15,2,0,0
"530",1249,1075,2015,"37","3","1",2,16,0,1,0,14,0,4,1,0
"531",1250,1100,1400,"37","3","1",14,14,0,2,1,11,11,6,1,0
"532",1251,1275,2015,"37","3","1",20,4,0,1,1,0,16,6,2,0
"533",1252,1100,2015,"37","3","1",12,25,0,1,1,23,10,4,0,0
"534",1253,1175,2015,"37","3","1",18,3,0,1,1,1,17,3,0,0
"535",1254,1175,2015,"37","3","1",17,4,0,0,1,2,16,2,0,0
"536",1255,1100,1940,"37","3","1",9,24,0,0,1,22,8,2,0,0
"537",1256,1100,1700,"37","3","1",7,23,0,0,1,21,7,1,0,0
"538",1257,1100,1940,"37","3","1",5,14,0,0,0,13,5,1,0,0
"539",1258,1175,1958,"37","3","1",5,1,0,0,0,1,4,1,0,0
"540",1259,1200,1940,"43","4","1",15,3,0,1,0,1,9,8,1,0
"541",1260,1200,1790,"43","4","1",15,3,0,1,0,1,7,10,1,0
"542",1261,900,1000,"21","2","2",2,12,0,0,0,12,0,2,0,0
"543",1262,1275,1790,"43","4","1",14,1,0,0,0,0,0,15,0,0
"544",1263,1200,1790,"43","4","1",15,2,1,2,0,1,1,17,1,0
"545",1264,1300,1775,"43","4","1",19,5,1,2,0,0,0,24,3,0
"546",1265,1175,1790,"43","4","1",9,4,0,0,0,0,0,12,1,0
"547",1266,1150,1790,"43","4","1",9,3,0,0,0,0,0,11,1,0
"548",1267,1100,1500,"43","4","1",10,21,1,1,0,17,0,14,2,0
"549",1268,900,1100,"42","4","1",1,18,0,0,0,14,0,3,2,0
"550",1269,1275,1790,"43","4","1",17,7,1,1,0,0,0,22,4,0
"551",1270,1200,1400,"43","4","1",16,8,1,2,0,0,0,23,4,0
"552",1271,1200,1400,"43","4","1",16,8,1,2,0,0,0,24,3,0
"553",1272,1100,1500,"43","4","1",9,28,0,1,2,19,1,13,3,0
"554",1273,1100,1600,"37","3","1",1,0,0,0,0,0,1,0,0,0
"555",1274,1250,1790,"43","4","1",22,1,0,0,0,0,17,5,1,0
"556",1275,1200,1400,"37","3","1",11,0,0,0,0,0,11,0,0,0
"557",1276,1200,1500,"37","3","1",2,1,0,0,1,0,1,1,0,0
"558",1296,250,400,"22","2","2",2,1,1,0,0,1,3,0,0,0
"559",1297,40,200,"13","1","2",0,2,0,0,2,0,0,0,0,0
"560",1300,15,50,"17","1","2",0,0,0,0,0,0,0,0,0,0
"561",1301,300,1150,"21","2","2",0,18,0,0,1,16,1,0,0,0
"562",1302,300,1150,"21","2","2",0,18,0,0,0,17,1,0,0,0
"563",1303,300,1685,"21","2","2",1,17,0,0,0,17,1,0,0,0
"564",1304,300,1360,"21","2","2",1,16,0,0,1,15,1,0,0,0
"565",1311,1752,1789,"44","4","3",7,2,2,0,2,0,1,8,0,0
"566",1312,1626,1752,"44","4","3",7,8,1,0,1,7,1,7,0,0
"567",1313,1100,1625,"44","4","3",1,8,0,0,0,8,1,0,0,0
"568",1314,1458,1789,"43","4","3",1,2,1,0,0,2,0,2,0,0
"569",1401,1730,1790,"52","5","2",1,2,0,0,0,0,0,1,2,0
"570",1402,1460,1700,"52","5","2",3,0,0,0,0,0,2,1,0,0
"571",1403,1700,1791,"52","5","2",3,1,0,0,0,0,2,1,1,0
"572",1404,1736,1784,"52","5","2",1,2,0,0,1,0,0,1,1,0
"573",1405,1499,1739,"52","5","2",4,2,0,0,0,0,3,2,1,0
"574",1406,1739,1790,"52","5","2",1,1,0,0,0,0,1,0,1,0
"575",1407,1184,1762,"52","5","2",7,2,0,0,0,0,0,8,1,0
"576",1408,1762,1790,"52","5","2",5,1,0,0,0,0,1,4,1,0
"577",1409,1680,1802,"52","5","2",0,0,0,0,0,0,0,0,0,0
"578",1410,1630,1739,"52","5","2",1,2,0,0,1,0,0,1,1,0
"579",1411,1363,1680,"52","5","2",1,5,0,0,0,3,0,3,0,0
"580",1412,1680,1781,"52","5","2",1,3,0,0,1,0,0,2,1,0
"581",1413,1554,1796,"52","5","2",0,0,0,0,0,0,0,0,0,0
"582",1414,900,1798,"53","5","2",2,22,1,2,0,16,0,8,3,0
"583",1415,1546,1800,"53","5","2",1,3,2,0,0,2,2,2,0,0
"584",1416,1367,1791,"53","5","2",5,4,0,0,0,0,5,3,1,0
"585",1417,1344,1790,"53","5","2",6,3,0,0,1,0,5,3,0,0
"586",1418,1306,1711,"53","5","2",0,6,0,0,0,4,0,2,0,0
"587",1419,1711,1790,"53","5","2",2,2,0,0,0,0,2,1,1,0
"588",1420,1695,1790,"53","5","2",0,1,0,0,0,0,0,1,0,0
"589",1421,1185,1790,"53","5","2",0,0,0,0,0,0,0,0,0,0
"590",1422,1733,1836,"53","5","2",0,2,0,0,0,2,0,0,0,0
"591",1423,1656,1802,"53","5","2",0,1,0,0,0,0,0,0,1,0
"592",1424,1802,1931,"53","5","2",0,0,0,0,0,0,0,0,0,0
"593",1425,1427,1680,"53","5","2",0,0,0,0,0,0,0,0,0,0
"594",1426,1680,1790,"53","5","2",1,2,0,0,0,0,0,1,2,0
"595",1427,1605,1790,"53","5","2",0,0,0,0,0,0,0,0,0,0
"596",1428,1247,1700,"52","5","2",15,6,0,1,3,0,12,5,2,0
"597",1429,1700,1790,"52","5","2",5,2,0,0,1,0,3,2,1,0
"598",1430,1100,1736,"52","5","2",2,1,0,0,0,0,0,2,1,0
"599",1431,1050,1499,"52","5","2",1,0,0,0,0,0,0,1,0,0
"600",1432,1739,1746,"52","5","2",5,2,0,0,0,0,0,5,2,0
"601",1433,1746,1791,"52","5","2",2,1,0,0,0,0,1,1,1,0
"602",1434,1600,1791,"53","5","2",0,0,0,0,0,0,0,0,0,0
"603",1435,800,1128,"53","5","2",0,0,0,0,0,0,0,0,0,0
"604",1436,1730,1790,"52","5","2",1,2,0,0,0,0,0,1,2,0
"605",1437,1630,1739,"52","5","2",5,1,0,0,0,0,0,5,1,0
"606",1438,1600,1791,"53","5","2",0,0,0,0,0,0,0,0,0,0
"607",1439,1620,1790,"53","5","2",0,1,0,0,0,0,0,1,0,0
"608",1440,1626,1791,"53","5","2",0,2,0,0,0,0,0,2,0,0
"609",1441,1788,1791,"53","5","2",0,0,0,0,0,0,0,0,0,0
"610",1442,1780,1931,"53","5","2",0,4,0,0,0,2,0,0,2,0
"611",1443,1780,1931,"53","5","2",0,2,0,0,0,0,0,0,2,0
"612",1444,1780,1931,"53","5","2",0,6,0,0,0,4,0,0,2,0
"613",1445,1780,1896,"53","5","2",1,0,0,0,0,0,0,1,0,0
"614",1446,1846,2015,"53","5","2",0,0,0,0,0,0,0,0,0,0
"615",1447,1680,1749,"52","5","2",17,2,0,0,0,0,16,1,2,0
"616",1448,1000,1100,"52","5","2",3,0,0,0,0,0,0,2,0,1
"617",1449,1680,1749,"53","5","2",16,2,0,0,0,0,15,1,2,0
"618",1450,1749,1791,"52","5","2",15,4,0,0,0,0,14,1,4,0
"619",1451,1749,1791,"52","5","2",16,4,0,0,0,0,15,1,4,0
"620",1452,1100,1791,"52","5","2",16,1,0,0,0,0,13,2,1,1
"621",1453,1200,1798,"53","5","2",23,8,1,3,0,1,12,18,4,0
"622",1454,1000,1680,"52","5","2",2,9,0,0,0,9,0,2,0,0
"623",1455,600,1600,"53","5","2",0,1,0,0,0,0,0,1,0,0
"624",1456,1200,1600,"53","5","2",2,4,0,0,0,0,1,1,2,2
"625",1457,1600,1791,"53","5","2",5,2,0,0,0,0,2,2,1,2
"626",1458,1200,1600,"53","5","2",0,3,0,0,0,0,0,1,2,0
"627",1459,1150,1791,"42","4","1",22,1,0,0,0,0,20,2,1,0
"628",1460,1475,1791,"42","4","1",1,5,0,0,0,0,1,3,2,0
"629",1461,1171,1791,"43","4","1",1,1,0,0,0,0,0,1,1,0
"630",1462,1550,1791,"43","4","2",5,4,0,0,0,0,2,2,3,2
"631",1463,969,1200,"42","4","1",0,1,0,0,0,0,0,0,1,0
"632",1464,1260,1791,"43","4","2",0,3,0,0,0,2,0,1,0,0
"633",1465,1080,1792,"42","4","1",0,6,0,0,0,6,0,0,0,0
"634",1466,1250,1791,"43","4","2",2,1,0,0,0,0,0,3,0,0
"635",1468,1480,1791,"42","4","1",0,1,0,0,0,0,0,0,1,0
"636",1469,1639,1791,"43","4","2",0,1,0,0,0,0,0,1,0,0
"637",1470,1785,1791,"42","4","1",2,1,0,0,0,0,0,2,1,0
"638",1471,1785,1798,"42","4","1",3,1,0,0,0,0,3,0,1,0
"639",1472,1616,1792,"43","4","2",3,1,0,0,0,0,3,1,0,0
"640",1473,1323,1791,"43","4","2",10,2,0,0,1,0,8,3,0,0
"641",1474,1638,1791,"44","4","1",0,1,0,0,0,0,0,1,0,0
"642",1475,1639,1791,"43","4","2",0,2,0,0,0,0,0,1,1,0
"643",1476,1625,1791,"43","4","2",0,1,0,0,0,0,0,1,0,0
"644",1477,1000,1856,"42","4","1",0,0,0,0,0,0,0,0,0,0
"645",1478,1488,1836,"44","4","2",1,0,0,0,0,0,1,0,0,0
"646",1479,1440,1777,"42","4","1",0,8,0,0,0,6,0,0,2,0
"647",1480,1300,1500,"42","4","4",45,13,1,1,3,0,21,30,6,0
"648",1481,1500,1791,"43","4","2",7,4,0,0,0,0,6,3,2,0
"649",1482,1626,1791,"43","4","2",0,2,0,0,0,0,0,1,1,0
"650",1483,1676,1791,"44","4","1",0,3,0,0,0,0,0,3,0,0
"651",1486,1200,1795,"42","4","1",12,9,0,2,2,0,0,18,3,0
"652",1487,1793,2015,"18","1","2",3,2,1,0,1,0,2,2,1,0
"653",1489,512,1073,"43","4","1",0,0,0,0,0,0,0,0,0,0
"654",1490,1073,1150,"42","4","1",2,1,0,0,0,0,0,1,1,1
"655",1491,1128,1475,"43","4","2",1,2,0,0,0,0,0,1,2,0
"656",1492,836,1128,"42","4","1",0,1,0,0,0,0,0,0,1,0
"657",1493,900,1301,"42","4","1",2,8,0,0,0,8,0,2,0,0
"658",1494,507,900,"42","4","1",1,0,0,0,0,0,0,1,0,0
"659",1495,1777,1791,"37","3","1",1,1,0,0,0,0,0,1,1,0
"660",1496,800,1100,"42","4","1",1,2,0,0,0,0,1,0,2,0
"661",1497,1100,1140,"42","4","1",1,2,0,0,0,0,0,1,2,0
"662",1498,1150,1500,"42","4","1",1,1,0,0,0,0,0,1,1,0
"663",1499,500,850,"42","4","1",0,0,0,0,0,0,0,0,0,0
"664",1500,850,1150,"42","4","1",1,0,0,0,0,0,0,1,0,0
"665",1501,1525,1791,"42","4","1",4,7,0,0,0,4,3,3,1,0
"666",1502,1767,1791,"42","4","1",5,2,0,0,2,0,4,1,0,0
"667",1503,1856,1890,"42","4","1",1,1,0,0,0,0,0,1,1,0
"668",1504,1787,2000,"42","4","1",1,2,0,0,0,0,0,1,2,0
"669",1507,970,1550,"43","4","2",1,2,0,0,0,0,0,1,1,1
"670",1508,575,853,"43","4","2",2,0,0,0,0,0,1,0,0,1
"671",1509,935,970,"43","4","2",1,1,0,0,0,0,0,0,1,1
"672",1511,1400,1507,"42","4","3",1,7,2,0,0,7,0,3,0,0
"673",1512,1279,1400,"42","4","3",2,7,2,0,0,7,0,4,0,0
"674",1513,1547,2000,"42","4","3",7,14,3,0,0,12,3,8,1,0
"675",1514,1507,1547,"42","4","3",2,7,3,0,0,7,2,3,0,0
"676",1515,1170,1279,"42","4","3",2,7,2,0,0,7,0,4,0,0
"677",1516,1133,1170,"42","4","3",2,13,2,0,0,13,0,4,0,0
"678",1518,1301,1785,"42","4","1",9,0,0,0,0,0,1,8,0,0
"679",1519,1200,1787,"42","4","1",1,1,0,0,0,0,0,1,1,0
"680",1521,1014,1200,"43","4","4",3,29,1,2,0,23,0,9,3,0
"681",1524,482,1014,"43","4","4",0,1,1,3,0,0,0,4,1,0
"682",1525,1488,1767,"42","4","1",2,6,0,0,0,4,2,1,1,0
"683",1526,1100,1488,"42","4","1",4,7,0,0,0,7,4,0,0,0
"684",1527,1363,1525,"42","4","1",0,6,0,0,0,3,0,2,1,0
"685",1528,1225,1250,"43","4","1",1,1,0,0,0,0,0,2,0,0
"686",1529,1367,1500,"43","4","2",5,4,0,0,0,0,5,2,2,0
"687",1530,1323,1791,"43","4","2",11,2,0,0,1,0,9,3,0,0
"688",1531,1307,1791,"43","4","2",6,3,0,0,0,0,6,1,2,0
"689",1532,1618,1791,"43","4","2",1,6,0,0,6,0,0,1,0,0
"690",1534,1224,1791,"43","4","2",1,0,0,0,0,0,0,1,0,0
"691",1535,1242,1853,"43","4","2",1,8,1,0,0,8,1,1,0,0
"692",1536,1643,1773,"43","4","2",0,1,0,0,1,0,0,0,0,0
"693",1537,1626,1791,"43","4","2",0,2,0,0,0,0,0,1,1,0
"694",1538,1633,1791,"43","4","2",1,2,0,0,1,0,1,1,0,0
"695",1539,1620,1791,"43","4","2",0,2,0,0,0,0,0,0,2,0
"696",1540,1625,1798,"43","4","2",0,1,0,0,0,0,0,1,0,0
"697",1541,1608,1792,"43","4","2",5,6,0,0,0,3,7,0,1,0
"698",1542,1676,1791,"43","4","2",1,5,0,0,1,0,0,5,0,0
"699",1543,1638,1762,"43","4","2",3,1,0,0,0,0,2,2,0,0
"700",1626,800,1300,"52","5","2",0,0,0,0,0,0,0,0,0,0
"701",1631,900,1100,"21","2","2",2,22,0,0,0,22,1,0,0,1
"702",1664,1100,1358,"37","3","1",1,1,0,0,2,0,0,0,0,0
"703",1708,200,900,"63","6","1",0,0,0,0,0,0,0,0,0,0
"704",1710,1358,1550,"21","2","2",1,4,0,0,0,4,1,0,0,0
"705",1717,40,300,"17","1","2",1,1,0,0,0,0,1,0,0,1
"706",1720,65,100,"37","3","1",6,0,0,0,0,0,6,0,0,0
"707",1721,100,300,"37","3","1",17,0,0,0,1,0,16,0,0,0
"708",1723,1050,1300,"34","3","2",3,1,0,0,0,0,0,1,0,3
"709",1730,1000,1350,"37","3","1",4,0,0,0,0,0,4,0,0,0
"710",1731,1000,1350,"37","3","1",4,1,0,0,0,1,4,0,0,0
"711",1732,1000,1350,"37","3","1",4,0,0,0,0,0,4,0,0,0
"712",1733,1000,1350,"37","3","1",4,0,0,0,0,0,4,0,0,0
"713",1735,1356,1592,"21","2","2",0,7,0,0,1,6,0,0,0,0
"714",1736,1356,1592,"21","2","2",0,7,0,0,1,6,0,0,0,0
"715",1737,1356,1592,"21","2","2",0,8,0,0,1,7,0,0,0,0
"716",1739,1356,1450,"21","2","2",0,11,0,0,1,10,0,0,0,0
"717",1740,75,125,"12","1","1",0,0,0,0,0,0,0,0,0,0
